,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
1270,002230.SZ,20160104,24.2924,24.2924,21.9197,21.9262,24.3515,-2.4253,-9.9596,273278.47,952291.1773
1269,002230.SZ,20160105,19.731,21.6502,19.731,20.9469,21.9262,-0.9793000000000021,-4.4663,418161.98,1319898.3728
1268,002230.SZ,20160106,21.0389,21.6568,20.7235,21.2098,20.9469,0.2629000000000019,1.2551,261874.53,840093.0865
1267,002230.SZ,20160107,20.8352,20.8352,19.0869,19.0869,21.2098,-2.1229000000000013,-10.0091,81488.17,243214.6032
1266,002230.SZ,20160108,19.4024,19.7047,17.3188,18.6794,19.0869,-0.40749999999999886,-2.135,447082.67,1273869.1903
1265,002230.SZ,20160111,18.0484,18.5676,16.9574,16.9574,18.6794,-1.7220000000000013,-9.2187,342147.3,929439.3782
1264,002230.SZ,20160112,17.1217,18.2061,16.7733,17.654,16.9574,0.6966000000000001,4.1079,307711.73,817999.7019
1263,002230.SZ,20160113,18.009,18.0944,17.0888,17.0888,17.654,-0.5652000000000008,-3.2015,221415.0,595738.989
1262,002230.SZ,20160114,16.3001,18.3836,16.3001,18.3047,17.0888,1.2159000000000013,7.1152,335464.73,887483.0227
1261,002230.SZ,20160115,17.9432,18.2259,17.3517,17.5489,18.3047,-0.7558000000000007,-4.129,251823.39,681519.6744
1260,002230.SZ,20160118,17.2203,18.5479,17.1808,18.193,17.5489,0.6441000000000017,3.6703,278965.01,768608.4623
1259,002230.SZ,20160119,18.2916,18.8043,17.9104,18.7122,18.193,0.5191999999999979,2.8538,250705.36,703104.6729
1258,002230.SZ,20160120,18.6991,18.8174,18.009,18.1733,18.7122,-0.5388999999999982,-2.8799,281276.58,785814.4711
1257,002230.SZ,20160121,17.9432,18.4691,17.2203,17.2203,18.1733,-0.9529999999999994,-5.244,248923.88,676882.9087
1256,002230.SZ,20160122,17.6146,17.6672,17.0034,17.5292,17.2203,0.30889999999999773,1.7938,179277.43,473951.6774
1255,002230.SZ,20160125,17.7461,18.1799,17.562,17.8907,17.5292,0.3614999999999995,2.0623,193265.46,525859.2205
1254,002230.SZ,20160126,17.7263,17.7329,16.1029,16.3658,17.8907,-1.5248999999999988,-8.5234,247672.17,639232.99
1253,002230.SZ,20160127,16.333,16.8653,15.3536,16.6879,16.3658,0.32209999999999894,1.9681,276376.63,675855.8213
1252,002230.SZ,20160128,16.3527,16.747,15.702,15.8992,16.6879,-0.7886999999999986,-4.7262,163161.04,403052.7921
1251,002230.SZ,20160129,15.8794,16.8719,15.8466,16.6287,15.8992,0.729499999999998,4.5883,186445.85,467657.2181
1250,002230.SZ,20160201,16.6353,16.7405,16.1686,16.3395,16.6287,-0.28919999999999746,-1.7392,131456.79,330085.429
1249,002230.SZ,20160202,16.4184,17.3188,16.4184,17.0822,16.3395,0.7426999999999992,4.5454,183662.95,475501.2989
1248,002230.SZ,20160203,16.8916,17.4503,16.7667,17.3188,17.0822,0.23659999999999926,1.3851,153373.99,399005.6142
